"citation_context",citation_intent
"Çok yakın bir zamanda güçlü kuantum bilgisayarlar, Bitcoin ve Ethereum gibi ECDSA'ya dayanan tüm blok zincirleri için bir tehdit haline gelebilir [43] .",background
"Kriptografik hash fonksiyonları, anahtarsız şifreleme olarak adlandırılan üçüncü bir şifreleme türüdür [44] .",background
"Hash fonksiyonu, kriptolojide kullanılan bir matematik fonksiyonudur [45] .",background
"Örneğin, kripto para birimi olan Bitcoin, algoritmasında SHA-256 kriptografik hash fonksiyonunu kullanmaktadır [46] .",background
"Bugün için birçok hashing algoritması vardır: MD5 (Message-Digest 5), SHA-1 (Secure Hashing Algorithm-1) [30] ve SHA-2 (Secure Hashing Digest-2)   bunlardan bazısıdır.",background
"MD5 hash algoritması, herhangi bir uzunluktaki bir iletiyi giriş olarak kabul eden ve çıkış olarak orijinal iletinin kimliğini doğrulamak için kullanılacak sabit uzunluklu bir çıktı değerine dönüştüren tek yönlü bir şifreleme fonksiyonudur [48] .",background
"MD5, dijital imzaların oluşturulması ve doğrulanması ile dosyaların bütünlüğünü kontrol etmek için kullanılır [49] .",background
"SHA-1: SHA-1, sonsuz miktarda giriş verisini destekleyen ve sabit bir çıkış uzunluğu sağlayan popüler bir hash algoritmasıdır [50] .",background
"SHA-1, bir dijital imzanın hesaplanmasında ve doğrulanmasında bir iletinin hem vericisi hem de amaçlanan alıcısı tarafından kullanılır [51] .",background
"SH-2, SH-1'in daha gelişmiş bir sürümü olup SH-1'e benzer çalışır [52] .",background
"Ayrıca bu algoritmalar ürettikleri özetin sabit uzunluğunda da farklılıklar gösterirler [53] .",background
"SHA-2, SHA-1 veya MD5 ile karşılaştırıldığında daha iyi güvenlik sağlar [54] .",background
"Kuantum hesaplama ve kuantum bilgisi, kuantum mekanik sistemler kullanılarak gerçekleştirilebilecek bilgi işleme görevlerinin incelenmesidir [55] .",background
"Birçok araştırmacı tarafından, dolanıklık üzerine daha fazla çalışmanın yapılmasının, kuantum hesaplama ve kuantum bilgisinde yeni uygulamaların geliştirilmesini kolaylaştıracak öngörüler sağlayacağı düşünülmektedir [55] .",background
"Bununla birlikte, kuantum bilgisayar ve Shor algoritmasının geliştirilmesi [56] , sayı teorisindeki zor",background
"Bu nedenle, hem kuantum hem de klasik bilgisayarlara karşı güvenli olan kuantum kriptografisi önemli bir ihtiyaç haline gelmiştir [57] .",background
"Kuantum bilgisayarlar atom altı parçacıkları yöneten yasalardan yararlanarak mevcut şifreleme yöntemlerini kolayca kırabilirler [58] .",background
"demektedir [59] .",other
"Kriptografi, yalnızca anahtar değişimi olan tarafların şifreli mesajı okuyabilmesini sağlar [60] .",background
"Bu işlemler geleneksel bir bilgisayar tarafından hesaplanamaz [61] .",background
"Bununla birlikte, kuantum algoritması terimi, adımlardan en az biri, süperpozisyon veya dolanıklık kullanılarak belirgin bir şekilde "kuantum" olan algoritmalara uygulanır [62] .",background
"Bugün için büyük ölçekli kuantum bilgisayarlar henüz mevcut olmasa da, kuantum algoritmaları teorisi 20 yılı aşkın bir süredir aktif olarak üzerinde çalışılan bir alandır [63] .",background
"1994 yılında matematikçi Peter Shor [64] , açık anahtarlı kriptografi ile ilgili gruplarda tamsayı çarpanlarına ayırma problemini ve ayrık logaritma problemini çözen polinom zamanlı kuantum bilgisayar algoritmalarını keşfetti.",background
"Shor'un algoritması bir pozitif 𝑁 tamsayısının asal çarpanlarını bulmak için kullanılan bir kuantum algoritmasıdır  . Shor (1994) , yaptığı çalışmada büyük tamsayıları çarpanlarına ayırmanın kuantum bilgisayarlarla temelde değişeceğini kanıtladı  .",background
"Bu nedenle, şu anda uygulamada kullanılan tüm açık anahtarlı kriptografi sistemleri, yeterince büyük kuantum bilgisayarlar piyasaya çıktığında güvensiz hale gelecektir [64] .",background
"Kuantum bilgisayarlardaki algoritmaların bu etkinliği kuantum mekaniğindeki dolanıklık ve paralellik sayesindedir [6] .",background
"Shor algoritması, RSA şifrelemesini kıracak ve siber güvenlik alanında devrim yaratacaktır [42] .",background
"Bu nedenle mekanikler gerçekte bunları uygulamak için yerinde olmadan algoritmalar keşfedebilir [66] .",background
"Grover algoritması 1996 yılında Lov Grover tarafından bulundu ve birçok kriptografik sistemi etkilemektedir [67] .",background
"Grover algoritması kuantum hesaplama için tanımlanmış pozitif uygulamaların çoğunun temelini oluşturmaktadır [68] .",background
"Grover algoritması, belirli bir sorguyu karşılayan belirli bir öğe veya öğeler için öğe listesinde arama yapmanın ustaca bir yoludur [66] .",background
"Ayrıca, hata olasılığını, algoritmanın tekrarlanmasıyla azaltmak da mümkündür [69] .",background
"Günümüzde kullanılan kriptografik şemaların çoğu, Shor'un kuantum saldırı algoritmasına karşı dayanıklı olmayan sayı teorisine dayanmaktadır [70] .  , geliştirdiği algoritma sayesinde ayrık algoritma ve hesaplanması zor problemler kuantum bilgisayarlar sayesinde polinom zamanda çözülebilmektedir.",background
"Shor algoritması sayesinde bugün kullanılan açık anahtarlı kriptosistemlerin temelini oluşturan çarpanlarına ayırma ve ayrık algoritmalar gibi çözülmesi zor problemlerin çözülebilecek olması asimetrik sitemlerde büyük bir tehdit oluşturmaktadır [14] .",background
"Bu da bugün için mevcut olan en iyi bilgisayarla milyarlarca yıl sürecektir [38] .",background
"Sınırlamasız optimizasyon problemlerinin çözümü için Karaboğa tarafından önerilen ABC algoritmasında [11] arıların yiyecek arama davranışından esinlenilmiştir.",basis
"Algoritmanın temel adımları Algoritma 1'de verilmiştir [13] : Algoritma 1.",basis
"Bu eşitlikte 𝑟 𝑔 ceza faktörü ve 𝑔 𝑖 sınırlama aşım miktarıdır [12] .",basis
"Temel ABC algoritmasından farklı olarak Karaboğa ve Akay [14] sınırlamalı optimizasyon problemlerinin çözümünde yakınsama hızını artırmak için komşu çözüm oluştururken değişim oranı (𝑀𝑅) adı",basis
"PEN-ABC algoritmasında yeni bir çözüm üretirken Eşitlik 8 kullanılır [14] .",basis
"PEN-ABC algoritmasında gözcü arıların kaynak seçerken kullandıkları olasılık hesabı Eşitlik 9'da verilmiştir [14] .",basis
"Runarsson ve Yao [5] , ceza fonksiyonlarında kullanılan 𝑟 𝑔 ceza faktörünün belirlenme zorluğunu ortadan kaldırmak ve amaç fonksiyonu ile ceza",basis
"İki çözüm arasında seleksiyon işleminde Deb [9] aşağıdaki kuralları önermiştir:",basis
"Sınırlamalı optimizasyon problemlerinin çözümü için Karaboğa ve Akay [10]",basis
"Geliştirilen üç yöntem sonuçları literatürdeki stokastik sıralama (SR) metodu [5] , geliştirilmiş stokastik sıralama (ISR) metodu  , aşırı ceza yaklaşımı (OPA)  , genetik algoritma (GA)  , basit çok üyeli evrimsel strateji (SMES)  , diferansiyel gelişim (DE)  , parçacık sürü optimizasyonu (PSO) algoritması   ve ABC algoritması   ile karşılaştırılmıştır.",discuss
"(PSO) algoritması [8] ve ABC algoritması   ile karşılaştırılmıştır.",discuss
"Geliştirilen yöntemleri test etmek amacıyla Liang ve diğ. [15] tarafından önerilen literatürde sıklıkla kullanılan 13 sınırlamalı optimizasyon problemi kullanılmıştır.",basis
"Örtü nesnesi içine veri gömüldükten sonra elde edilen yeni taşıyıcı nesne ise stego nesnesi (örtülü nesne) olarak adlandırılmaktadır (Patel & Gadhiya, 2015; .",background
"Yapılan çalışmalarda, daha fazla veri gizleme kapasitesine sahip olan, taşıyıcı görüntü de daha az değişim oluşturan ve görsel ataklara karşı dayanıklı bir yöntemin geliştirilmesi amaçlanmaktadır (Yalman vd, 2014; .",background
"Görüntünün renk (RGB) kanallarına ağırlık tabanlı (Chrysochos vd., 2007) veya RGB kanalları rastgele değiştirilerek   veri gizlenmektedir.",background
"Histogram değerlerini kullanan diğer bir çalışmada (Ni vd., 2006) , histogram bilgisinin dairesel bir çevrimde dizilimi esas alarak veri gizleme yapmaktadır.",background
"Alıcı tarafta gizli veri çıkartıldıktan sonra histogram eski haline getiren tersinir bir yöntem önerilmektedir. Meiamai vd., (2013) tarafından yapılan çalışmada, görüntüyü oluşturan renk bileşenlerinin histogram değerleri ayrı ayrı oluşturularak bileşenler üzerine veri gizleme işlemi yöntemi uygulanmıştır.",background
"LSB kullanan diğer bir çalışmada (Mohammed vd., 2015) orijinal örtü görüntüsünün ve stego görüntünün histogramları arasındaki farkları en aza indirmek için görüntüdeki her bir renk değerinin frekansına zıt değişiklikler yaparak renklerin değişmeden korunmasını sağlayan yöntem önerilmektedir.",background
"Görüntüdeki parlaklık değerinin histogramının tekrarlanma sayısına (frekansına) göre veri gizleyen bir yöntem de mevcuttur (Yalman & Ertürk, 2009) .",background
"Daha sonra gömülecek bit değerine göre tekrarlanma sayıları kullanılarak veri gizleme işlemi gerçekleştirilir. Chang vd, (2008) tarafından önerilen yöntemde histogram bilgisi oluşturulup, en fazla tekrar eden parlaklık değerine göre bir algoritma oluşturarak veri gizlenmektedir.",background
"Benzer biçimde farklı veri gizleme yöntemleri de histogram dağılımını kullanarak veri gizlemektedirler (Lin & Li, 2011; .",background
"Veri gizlemede histogram dağılımı kullanan Islamy & Ahmad (2019) yönteminde gizli mesaj doğrudan tepe noktasına veya tepe noktasının sağındaki değere gizlenmektedir. Wu vd. (2015) çalışmasında karşıtlık düzeltme yaklaşımlarından faydalanılmıştır.",discuss
"Böylece hem gizleme kapasitesi artırılmakta hem de kaymadan dolayı oluşan hata azaltılmaktadır. Pan vd. (2015) çalışmasında varlık frekansı en fazla olan histogram değeri yerine onun sağ ve sol komşularına gizleme yapılır.",discuss
"Zaten ilgili piksel değeri olan P+1 boş olduğu için (yukarıdaki örnekte 121 değeri) gizleme işlemi diğer pikselleri bozmamaktadır (Ni vd., 2006; .",background
"P kadar olmaktadır (Ni vd., 2006) .",other
"Histogram değerinde değişiklik yapmak için daha önceki çalışmalarda olduğu gibi en düşük anlamlı bit (LSB) yöntemi kullanılmaktadır (Akbay vd., 2018) .",basis
"Eğer iki görüntü aynı ise MSE değeri sıfır olmakta, en yüksek bozulma durumunda ise MSE değeri 1 olmaktadır (Sencar vd., 2004) .",background
"Önerilen yakın histogramlar temelli veri gizleme yönteminin taşıyıcı görüntüde meydana getirdiği görsel kalite değişimi daha önce geliştirilen benzer bir çalışmayla (Kurnaz & Sondaş, 2018) Önerilen yöntemin görsel kalitesi taşıyıcı görüntülere farklı miktarlardaki veri gizleme sonucunda tekrar incelenmiştir.",support
"Gömülen ve çıkarılan iki mesaj arasındaki hata miktarını kontrol etmek için kullanılan bit hata oranı için BER (bit error rate) değeri eşitlik (5)'teki gibi hesaplanmaktadır. Solak (2019) 53,69 50,47   52,13 69,21   52,75 50,51   53,67 57,94   Tablo 4'te verilen sonuçlar değerlendirildiğinde, önerilen yöntem benzer yöntemlere göre ciddi oranda görsel kapasiteyi korumaktadır.",support
"53,69 50,47 Kurnaz & Sondaş (2018) 52,13 69,21   52,75 50,51   53,67 57,94   Tablo 4'te verilen sonuçlar değerlendirildiğinde, önerilen yöntem benzer yöntemlere göre ciddi oranda görsel kapasiteyi korumaktadır.",support
"Tablo 5'te 1000 bitlik veri gizleme için önerilen yöntem en yakın değerlere sahip yöntemler olan Kurnaz & Sondaş (2018) ve   çalışmalarından çok daha yüksek PSNR değerlerine sahiptir.",differ
"Oysaki önerilen yöntemde herhangi bir ötelemeye ihtiyaç duyulmadığı için stego görüntülerin görsel kalitesi büyük oranda korunmaktadır. Kurnaz & Sondaş (2018) 55,84 72,73   59,25 62,75   53,78 58,08   European Journal of Science and Technology e-ISSN: 2148-2683 693",differ
"55,84 72,73 Yalman & Ertürk(2009) 59,25 62,75   53,78 58,08   European Journal of Science and Technology e-ISSN: 2148-2683 693",other
"Tablo 6'da ilk olarak önerilen yöntemin orijinal histogram dağılımında herhangi bir öteleme ve değişim meydana getirip getirmediği incelenmektedir. Kurnaz & Sondaş (2018) 11,8 ×10 -5   11,9 ×10 -5 Klasik LSB 10,9 ×10 -5   Son olarak önerilen yöntemle elde edilen stego görüntülerin görünmezlik durumları kontrol edilmiştir.",discuss
"11,8 ×10 -5 Yalman & Ertürk(2009) 11,9 ×10 -5 Klasik LSB 10,9 ×10 -5   Son olarak önerilen yöntemle elde edilen stego görüntülerin görünmezlik durumları kontrol edilmiştir.",discuss
"Tespit Edilmedi Tespit Edilmedi Kurnaz & Sondaş (2018) Tespit Edildi Tespit Edildi   Tespit Edildi Tespit Edildi Klasik LSB Tespit Edildi Tespit Edildi",differ
"Chang C. C., Tai W. L. & Chen K. N. (2008) .",other
"Chen, X., Sun, X., Sun, H., Xiang, L. & Yang, B., (2015) .",other
"Amaç fonksiyonlarının ürettiği değere uygunluk değeri adı verilmektedir [23, .",background
"Şekil 4'te verilen bireyde bitlerden rastgele biri seçilerek mutasyon işlemine tabi tutulmuş ve yeni bir birey oluşması sağlanmıştır [25, .",background
"Zamana bağlı, zaman sıralı olarak gelen verilerinin analizi, zaman serisi verilerinin analizi olarak adlandırılmaktadır [1] .",background
"Son zamanlardaki gelişmeler ile, finansal alanda, borsa ve piyasa işlemlerinde makine öğrenme, yapay zeka uygulamaları kullanılmaya başlanmıştır [2] .",background
"Doğrusal ve doğrusal olmayan modeller, çok katmanlı sinir ağları, k-means ve hiyerarşik kümeleme, k-en yakın komşu, karar ağacı analizi, regresyon (lojistik regresyon, genel çoklu regresyon), ARIMA, temel bileşen analizi ve Bayes öğrenmesi, ilişkisel yöntemler, olasılık yöntemleri, destek vektör makinesi, gizli Markov modelleri gibi birçok veri analizi yöntemi ve tekniği finansal modellemede kullanılmıştır [3] .",background
"Bu bulgulardan yararlanarak, işlem maliyetlerinden önce yüzde 0.23 veren kurallara dayalı kısa vadeli bir geri dönüş stratejisi resmileştirilmiştir [5] .",background
"Geçmiş fiyat verileri ve teknik göstergeler ile modelin eğitimi yapılmış daha sonra tahmin sonucunu bir ticaret stratejisine karar vermek için kullanılmıştır [6] .",background
"Yarowsky [3]'deki ABG araştırmasında denetimsiz öğrenme algoritması önermiştir [4], [5] .",background
"[6], [7] .",other
"Bunlardan en popüler olanları SemCor ve OMSTI'dir [8] ,  .",background
"[10], [11] ve Bilgisayarlı Görü [12]-[14] alanlarında kullanılan ve veri eksikliği durumları için kullanılabilecek popüler yöntemlerden biridir.",background
"15] yaptıkları çalışmada WordNet [16]",other
"Literatürde yapılan bazı çalışmalarda kodlayıcı-kod çözücü modeller [19] ile oto-kodlayıcıların yapay kod çözücüleri kullanılarak yapılan modeller   kullanılmıştır.",background
"[15], [17], gramer indüksiyonu [25] ve eyleme özgü buluşsal kural ekleme gibi  -   yaklaşımlar da kullanılmıştır.",background
"Melamud ve ark. [29] ve Peters ve ark.   çalışmalarında çift yönlü dil modellerinde bağlam kullanımlarının DDİ'de etkili olduğunu göstermişlerdir.",background
"ve Peters ve ark. [30] çalışmalarında çift yönlü dil modellerinde bağlam kullanımlarının DDİ'de etkili olduğunu göstermişlerdir.",background
